p=0.6572_k=1.964343,p=0.6572_k=1.2345,p=0.6572_k=2.7852,p=0.6572_k=3.321,p=0.6572_k=3.4729,p=0.6572_k=3.8342,p=0.5_k=1.964343,p=0.5_k=1.2345,p=0.5_k=2.7852,p=0.5_k=3.321,p=0.5_k=3.4729,p=0.5_k=3.8342,p=0.892_k=1.964343,p=0.892_k=1.2345,p=0.892_k=2.7852,p=0.892_k=3.321,p=0.892_k=3.4729,p=0.892_k=3.8342,p=0.121_k=1.964343,p=0.121_k=1.2345,p=0.121_k=2.7852,p=0.121_k=3.321,p=0.121_k=3.4729,p=0.121_k=3.8342,p=0.9932_k=1.964343,p=0.9932_k=1.2345,p=0.9932_k=2.7852,p=0.9932_k=3.321,p=0.9932_k=3.4729,p=0.9932_k=3.8342,p=0.893_k=1.964343,p=0.893_k=1.2345,p=0.893_k=2.7852,p=0.893_k=3.321,p=0.893_k=3.4729,p=0.893_k=3.8342,p=0.891_k=1.964343,p=0.891_k=1.2345,p=0.891_k=2.7852,p=0.891_k=3.321,p=0.891_k=3.4729,p=0.891_k=3.8342
0.4909239374182614,0.19015052467816468,0.641040721824459,0.47324862779801097,0.40117388971228046,0.4958975019386666,0.49092393741826146,0.1901837890371863,0.6406126242406041,0.47324152154238736,0.40035333626858055,0.9584812009457244,0.49092393741826146,0.18948058377344326,0.6404535257053154,0.8278674265888281,0.8670785358535372,0.19052633173146327,0.4909239374182614,0.18961001836892377,0.6405723053726666,0.8278700140628026,0.8347813593707063,0.6741688483940866,0.4909239374182614,0.16087947260737578,0.6413851883066771,0.47324792808568406,0.4011207480342685,0.1525887265190003,0.4909239374182614,0.18946904009962093,0.640446712922328,0.8278550299283275,0.8670700046758071,0.7484953151718946,0.4909239374182614,0.18949187304338386,0.6404607126569447,0.8278765609061581,0.8670478772764215,0.9400810111332109
0.4909239374182614,0.19010473211251605,0.6408954501854085,0.8278733731273166,0.8343065746009198,0.9584854685339258,0.49092393741826146,0.19013017859172465,0.6412312760010962,0.8278721103015338,0.833740986725956,0.15258194444416615,0.49092393741826146,0.18959166095463006,0.6413558223821189,0.47325229888288656,0.4002633540599085,0.5913335157277555,0.4909239374182614,0.18969087420962777,0.6412628519751578,0.4732466641303578,0.4789873739002318,0.8422403568054136,0.4909239374182614,0.1666541272237208,0.6406244884947525,0.8278732487989754,0.8342700869427591,0.49578279174297235,0.4909239374182614,0.18958281057356452,0.6413611524538031,0.47327929452365974,0.4002851053593765,0.7217884503621056,0.4909239374182614,0.18960031596941207,0.6413501992943704,0.4732324068445316,0.40034151956223124,0.2159755154963758
0.4909239374182614,0.19006969737059606,0.6410095245404107,0.4732393490156574,0.48009061963085864,0.15256694031415918,0.49092393741826146,0.19008916647190816,0.6407456395466354,0.47324209911019693,0.48140281877973257,0.4957647235182975,0.49092393741826146,0.18967680553657634,0.6406476138744053,0.8278740253705176,0.8336786795986983,0.9265658278988141,0.4909239374182614,0.18975283024402484,0.6407207954867178,0.8278730242049089,0.8666916088807167,0.5094560516656127,0.4909239374182614,0.17144801317767905,0.6412219827117631,0.47323961976977924,0.48017534032025094,0.9584818093454485,0.4909239374182614,0.1896700225238574,0.6406434168516728,0.8278788189480699,0.8336937461856101,0.7699452544950884,0.4909239374182614,0.18968343863175643,0.6406520414532773,0.827870490072079,0.8337328075937198,0.6492454395226359
0.4909239374182614,0.19004288967362087,0.640919957721849,0.8278717241630876,0.8668483999974721,0.49572474954294976,0.49092393741826146,0.19005778731084433,0.6411270400148646,0.8278722129514453,0.867023879651859,0.9584812237810822,0.49092393741826146,0.18974205124036092,0.6412038663110922,0.4732379286014336,0.4815472393334698,0.260885081513037,0.4909239374182614,0.1898002933213036,0.6411465162750187,0.473240108875773,0.4012493640638878,0.9582071576717816,0.4909239374182614,0.17536515926857768,0.6407529504734192,0.8278717722878309,0.866860090804299,0.1525798054205075,0.4909239374182614,0.18973685412083632,0.6412071544760174,0.4732274893630116,0.4815123192383435,0.6791501573246963,0.4909239374182614,0.1897471333837573,0.6412003974101933,0.47324562751819044,0.481421778578671,0.8731462576887759
0.4909239374182614,0.19002237505640018,0.6409902882742505,0.47324294001365064,0.4008499369540686,0.9584799193877989,0.49092393741826146,0.1900337757073908,0.6408276132676655,0.47324187556672376,0.40040269809370244,0.15258186415921937,0.49092393741826146,0.1897920364582388,0.6407672010601836,0.8278714716859351,0.8670424623518385,0.739325994583386,0.4909239374182614,0.18983664726992838,0.6408123012596297,0.827871859221932,0.834358362405197,0.15354514256423454,0.4909239374182614,0.17852378581626419,0.6411213080298674,0.47324283521123484,0.40082014765341095,0.4957590248409442,0.4909239374182614,0.18978805529166395,0.6407646146844345,0.8278696157109928,0.8670379824368053,0.8354921988587033,0.4909239374182614,0.18979592948478063,0.640769929532356,0.8278728399998604,0.8670263274843033,0.42468316338362627
0.4909239374182614,0.19000667502637417,0.6409350663830998,0.8278723623994855,0.8340838404115121,0.15258645016131933,0.49092393741826146,0.19001540018036422,0.6410627531222803,0.827872173221797,0.8337751428564745,0.49576450962788515,0.49092393741826146,0.18983032339408495,0.6411101342883451,0.4732434898389914,0.40035532449193545,0.738938788539788,0.4909239374182614,0.1898644885123912,0.6410747642210617,0.4732426458927044,0.479970357657231,0.4983272615709844,0.4909239374182614,0.18104318246504755,0.6408321192848149,0.8278723437739226,0.8340633221381021,0.9584810385760967,0.4909239374182614,0.1898272741852561,0.641112162323539,0.4732475316255995,0.40036674553345764,0.526991559588888,0.4909239374182614,0.1898333050578813,0.6411079947917716,0.47324051002500456,0.4003964578761526,0.9368000178589652
0.4909239374182614,0.18999465894343218,0.6409784276335143,0.47324155010958174,0.4806076420523269,0.4957767273045351,0.49092393741826146,0.19000133685126808,0.6408781398730882,0.4732419620870559,0.48132363746528833,0.9584812168342182,0.49092393741826146,0.18985964568115776,0.640840902639134,0.8278724601136567,0.8337423628129015,0.7396488325906512,0.4909239374182614,0.18988580819292714,0.6408687014386016,0.8278723101279083,0.8668317191527842,0.958539271701921,0.4909239374182614,0.18303505418247518,0.6410592182478628,0.47324159067099464,0.48065525282385557,0.15258251530600173,0.4909239374182614,0.1898573105583245,0.6408393085111138,0.8278731783525466,0.8337502669996388,0.9557566154869611,0.4909239374182614,0.18986192905494872,0.6408425843560406,0.8278719305213397,0.8337708258451985,0.22700666517237486
0.4909239374182614,0.1899854619734971,0.6409443810100082,0.8278721153787734,0.8669189689084202,0.9584816130851078,0.49092393741826146,0.1899905732103858,0.6410231096008688,0.8278721885988114,0.8670136298452772,0.15258188858312494,0.49092393741826146,0.18988209988907248,0.6410523275684951,0.47324133731464085,0.4813996288685597,0.7383459012908621,0.4909239374182614,0.1899021326351899,0.6410305161414719,0.473241663942862,0.4008924397077304,0.152377765348575,0.4909239374182614,0.18459876394521207,0.640880917457625,0.8278721225877326,0.8669253739899123,0.495766244373251,0.4909239374182614,0.1898803117934743,0.6410535782188757,0.47323977318335425,0.48138130589541944,0.1621326263059506,0.4909239374182614,0.18988384834537045,0.6410510081861602,0.4732424906221928,0.4813336456805737,0.6728048613894076
0.4909239374182614,0.18997842247897817,0.6409711148071425,0.4732420880533575,0.40067010614922066,0.15258049543676486,0.49092393741826146,0.1899823347197941,0.640909286421938,0.47324192860011594,0.4004288272990173,0.4957645746966168,0.49092393741826146,0.18989929327400873,0.6408863317198928,0.8278720775586579,0.8670234675683531,0.7407338191955716,0.4909239374182614,0.18991463147358095,0.6409034680231864,0.8278721356102763,0.8341131047857415,0.4952206018521861,0.4909239374182614,0.1858194834343157,0.6410209298766087,0.47324207235421517,0.4006537823633744,0.9584812731662279,0.4909239374182614,0.18989792415906545,0.6408853490571639,0.8278717995558568,0.8670210991758115,0.5208593444262487,0.4909239374182614,0.1899006320301682,0.6408873683773426,0.8278722825327886,0.8670149277859107,0.8440549595566154
0.4909239374182614,0.18997303420641495,0.6409501236691956,0.8278722109863574,0.8339598828502915,0.4957608631507748,0.49092393741826146,0.1899760287859425,0.6409986647197677,0.8278721826472779,0.8337932162238644,0.9584812189475973,0.49092393741826146,0.1899124575588863,0.6410166808819238,0.47324217041522393,0.40040374860707095,0.7363474827306592,0.4909239374182614,0.18992420078679317,0.6410032316093631,0.4732420439946743,0.48053973169650965,0.9584624167241942,0.4909239374182614,0.18676824941648668,0.6409109987022789,0.8278722081962098,0.8339486197275177,0.15258169053005488,0.4909239374182614,0.18991140930926237,0.6410174520662837,0.4732427758289896,0.40040978626343704,0.9568816926114607,0.4909239374182614,0.18991348256012552,0.6410158673171903,0.4732417240375212,0.4004255185786592,0.5046811177773978
